Account  ↑,APHIS Registration Number,State,Fiscal Year,Animal,"COLUMN B: HELD, NOT USED",COLUMN C: USED NO PAIN,COLUMN D: USED PAIN MINIMIZED,COLUMN E: PAIN NOT MINIMIZED
,71-R-0100,Arkansas (AR),2021,Non-Human Primates,,,,
,71-R-0100,Arkansas (AR),2021,Sheep,,,,
,71-R-0100,Arkansas (AR),2021,Pigs,0,0,29,0
,71-R-0100,Arkansas (AR),2021,Other Animals,0,0,0,0
ARKANSAS STATE UNIVERSITY - BEEBE,71-R-0110,Arkansas (AR),2021,Dogs,0,5,0,0
,71-R-0110,Arkansas (AR),2021,Cats,0,2,0,0
,71-R-0110,Arkansas (AR),2021,Guinea Pigs,0,2,0,0
,71-R-0110,Arkansas (AR),2021,Hamsters,1,0,0,0
,71-R-0110,Arkansas (AR),2021,Rabbits,1,6,0,0
,71-R-0110,Arkansas (AR),2021,Non-Human Primates,,,,
,71-R-0110,Arkansas (AR),2021,Sheep,,,,
,71-R-0110,Arkansas (AR),2021,Pigs,,,,
,71-R-0110,Arkansas (AR),2021,Other Animals,2,4,0,0
,71-R-0110,Arkansas (AR),2021,Domestic Horse,0,4,0,0
,71-R-0110,Arkansas (AR),2021,Four-toed hedgehog (most common pet hedgehog),1,0,0,0
,71-R-0110,Arkansas (AR),2021,Domestic Ferret,1,0,0,0
Arrowhead Pharmaceuticals,93-R-0592,California (CA),2021,Dogs,0,0,0,0
,93-R-0592,California (CA),2021,Cats,0,0,0,0
,93-R-0592,California (CA),2021,Guinea Pigs,0,0,0,0
,93-R-0592,California (CA),2021,Hamsters,0,0,0,0
,93-R-0592,California (CA),2021,Rabbits,0,0,45,0
,93-R-0592,California (CA),2021,Non-Human Primates,0,0,0,0
,93-R-0592,California (CA),2021,Sheep,0,0,0,0
,93-R-0592,California (CA),2021,Pigs,0,0,0,0
,93-R-0592,California (CA),2021,Other Animals,0,0,0,0
Asheville Buncombe Technical Community College,55-R-0125,North Carolina (NC),2021,Dogs,0,0,0,0
,55-R-0125,North Carolina (NC),2021,Cats,0,0,0,0
,55-R-0125,North Carolina (NC),2021,Guinea Pigs,,,,
,55-R-0125,North Carolina (NC),2021,Hamsters,,,,
,55-R-0125,North Carolina (NC),2021,Rabbits,0,0,0,0
,55-R-0125,North Carolina (NC),2021,Non-Human Primates,,,,
,55-R-0125,North Carolina (NC),2021,Sheep,,,,
,55-R-0125,North Carolina (NC),2021,Pigs,,,,
,55-R-0125,North Carolina (NC),2021,Other Animals,0,0,0,0
ATSCC,52-R-0114,Virginia (VA),2021,Dogs,0,0,0,0
,52-R-0114,Virginia (VA),2021,Cats,0,0,0,0
,52-R-0114,Virginia (VA),2021,Guinea Pigs,0,0,0,0
,52-R-0114,Virginia (VA),2021,Hamsters,0,0,0,0
,52-R-0114,Virginia (VA),2021,Rabbits,0,0,0,0
,52-R-0114,Virginia (VA),2021,Non-Human Primates,0,0,0,0
,52-R-0114,Virginia (VA),2021,Sheep,0,0,0,0
,52-R-0114,Virginia (VA),2021,Pigs,0,0,413,0
,52-R-0114,Virginia (VA),2021,Other Animals,0,0,0,0
"ATTENTIVE SCIENCE, LLC",48-R-0118,Kansas (KS),2021,Dogs,9,154,9,0
,48-R-0118,Kansas (KS),2021,Cats,,,,
,48-R-0118,Kansas (KS),2021,Guinea Pigs,,,,
,48-R-0118,Kansas (KS),2021,Hamsters,36,23,61,0
,48-R-0118,Kansas (KS),2021,Rabbits,0,0,10,0
,48-R-0118,Kansas (KS),2021,Non-Human Primates,,,,
,48-R-0118,Kansas (KS),2021,Sheep,,,,
,48-R-0118,Kansas (KS),2021,Pigs,0,4,1,0
,48-R-0118,Kansas (KS),2021,Other Animals,0,0,0,0
AUBURN UNIVERSITY,64-R-0005,Alabama (AL),2021,Dogs,25,404,3,0
,64-R-0005,Alabama (AL),2021,Cats,90,99,51,0
,64-R-0005,Alabama (AL),2021,Guinea Pigs,0,0,0,0
,64-R-0005,Alabama (AL),2021,Hamsters,0,0,0,0
,64-R-0005,Alabama (AL),2021,Rabbits,0,0,0,0
,64-R-0005,Alabama (AL),2021,Non-Human Primates,0,0,0,0
,64-R-0005,Alabama (AL),2021,Sheep,26,4,27,0
,64-R-0005,Alabama (AL),2021,Pigs,1494,180,104,0
,64-R-0005,Alabama (AL),2021,Other Animals,176,176,99,4
,64-R-0005,Alabama (AL),2021,Brown bear,0,66,0,0
,64-R-0005,Alabama (AL),2021,Cotton Deermouse,0,8,0,0
,64-R-0005,Alabama (AL),2021,Cattle / Cow / Ox / Watusi,176,102,99,0
,64-R-0005,Alabama (AL),2021,Mongolian gerbil (common pet / research variety),0,0,0,4
Audie L. Murphy VAMC (671),74-V-0009,Texas (TX),2021,Dogs,,,,
,74-V-0009,Texas (TX),2021,Cats,,,,
,74-V-0009,Texas (TX),2021,Guinea Pigs,,,,
,74-V-0009,Texas (TX),2021,Hamsters,,,,
,74-V-0009,Texas (TX),2021,Rabbits,,,,
,74-V-0009,Texas (TX),2021,Non-Human Primates,,,,
,74-V-0009,Texas (TX),2021,Sheep,,,,
,74-V-0009,Texas (TX),2021,Pigs,,,,
,74-V-0009,Texas (TX),2021,Other Animals,,,,
AUGUSTA UNIVERSITY,57-R-0002,Georgia (GA),2021,Dogs,0,0,0,0
,57-R-0002,Georgia (GA),2021,Cats,0,0,0,0
,57-R-0002,Georgia (GA),2021,Guinea Pigs,0,0,0,0
,57-R-0002,Georgia (GA),2021,Hamsters,0,0,0,0
,57-R-0002,Georgia (GA),2021,Rabbits,0,0,0,0
,57-R-0002,Georgia (GA),2021,Non-Human Primates,0,0,28,0
,57-R-0002,Georgia (GA),2021,Sheep,0,0,0,0
,57-R-0002,Georgia (GA),2021,Pigs,0,0,9,0
,57-R-0002,Georgia (GA),2021,Other Animals,0,0,0,0
Auris Health Inc,93-R-0568,California (CA),2021,Dogs,,,,
,93-R-0568,California (CA),2021,Cats,,,,
,93-R-0568,California (CA),2021,Guinea Pigs,,,,
,93-R-0568,California (CA),2021,Hamsters,,,,
,93-R-0568,California (CA),2021,Rabbits,,,,
,93-R-0568,California (CA),2021,Non-Human Primates,,,,
,93-R-0568,California (CA),2021,Sheep,,,,
,93-R-0568,California (CA),2021,Pigs,0,0,76,0
,93-R-0568,California (CA),2021,Other Animals,0,0,1,0
,93-R-0568,California (CA),2021,Domestic Goat,0,0,1,0
Austin College,74-R-0213,Texas (TX),2021,Dogs,,,,
,74-R-0213,Texas (TX),2021,Cats,,,,
,74-R-0213,Texas (TX),2021,Guinea Pigs,,,,
,74-R-0213,Texas (TX),2021,Hamsters,,,,
,74-R-0213,Texas (TX),2021,Rabbits,,,,
,74-R-0213,Texas (TX),2021,Non-Human Primates,,,,
,74-R-0213,Texas (TX),2021,Sheep,,,,
,74-R-0213,Texas (TX),2021,Pigs,,,,
,74-R-0213,Texas (TX),2021,Other Animals,11,0,15,0
,74-R-0213,Texas (TX),2021,Thirteen-lined ground squirrel,11,0,15,0
AUSTIN COMMUNITY COLLEGE,74-R-0227,Texas (TX),2021,Dogs,0,27,14,0
,74-R-0227,Texas (TX),2021,Cats,0,12,4,0
,74-R-0227,Texas (TX),2021,Guinea Pigs,,,,
,74-R-0227,Texas (TX),2021,Hamsters,,,,
,74-R-0227,Texas (TX),2021,Rabbits,,,,
,74-R-0227,Texas (TX),2021,Non-Human Primates,,,,
,74-R-0227,Texas (TX),2021,Sheep,,,,
,74-R-0227,Texas (TX),2021,Pigs,,,,
,74-R-0227,Texas (TX),2021,Other Animals,0,13,0,0
,74-R-0227,Texas (TX),2021,Cattle / Cow / Ox / Watusi,0,13,0,0
BAKER COLLEGE OF CADILLAC,34-R-0158,Michigan (MI),2021,Dogs,,,,
,34-R-0158,Michigan (MI),2021,Cats,,,,
,34-R-0158,Michigan (MI),2021,Guinea Pigs,,,,
,34-R-0158,Michigan (MI),2021,Hamsters,,,,
,34-R-0158,Michigan (MI),2021,Rabbits,,,,
,34-R-0158,Michigan (MI),2021,Non-Human Primates,,,,
,34-R-0158,Michigan (MI),2021,Sheep,,,,
,34-R-0158,Michigan (MI),2021,Pigs,,,,
,34-R-0158,Michigan (MI),2021,Other Animals,,,,
BAKER COLLEGE OF CLINTON TOWNSHIP,34-R-0159,Michigan (MI),2021,Dogs,0,0,0,0
,34-R-0159,Michigan (MI),2021,Cats,0,0,0,0
,34-R-0159,Michigan (MI),2021,Guinea Pigs,0,0,0,0
,34-R-0159,Michigan (MI),2021,Hamsters,0,0,0,0
,34-R-0159,Michigan (MI),2021,Rabbits,0,0,0,0
,34-R-0159,Michigan (MI),2021,Non-Human Primates,0,0,0,0
,34-R-0159,Michigan (MI),2021,Sheep,0,0,0,0
,34-R-0159,Michigan (MI),2021,Pigs,0,0,0,0
,34-R-0159,Michigan (MI),2021,Other Animals,0,0,0,0
BAKER COLLEGE OF JACKSON,34-R-0160,Michigan (MI),2021,Dogs,0,0,0,0
,34-R-0160,Michigan (MI),2021,Cats,0,0,0,0
,34-R-0160,Michigan (MI),2021,Guinea Pigs,,,,
,34-R-0160,Michigan (MI),2021,Hamsters,,,,
,34-R-0160,Michigan (MI),2021,Rabbits,,,,
,34-R-0160,Michigan (MI),2021,Non-Human Primates,,,,
,34-R-0160,Michigan (MI),2021,Sheep,,,,
,34-R-0160,Michigan (MI),2021,Pigs,,,,
,34-R-0160,Michigan (MI),2021,Other Animals,0,0,0,0
,34-R-0160,Michigan (MI),2021,Domestic Horse,0,0,0,0
,34-R-0160,Michigan (MI),2021,Cattle / Cow / Ox / Watusi,0,0,0,0
BAKER COLLEGE OF MUSKEGON,34-R-0157,Michigan (MI),2021,Dogs,0,0,0,0
,34-R-0157,Michigan (MI),2021,Cats,0,0,0,0
,34-R-0157,Michigan (MI),2021,Guinea Pigs,0,0,0,0
,34-R-0157,Michigan (MI),2021,Hamsters,0,0,0,0
,34-R-0157,Michigan (MI),2021,Rabbits,0,0,0,0
,34-R-0157,Michigan (MI),2021,Non-Human Primates,0,0,0,0
,34-R-0157,Michigan (MI),2021,Sheep,0,0,0,0
,34-R-0157,Michigan (MI),2021,Pigs,0,0,0,0
,34-R-0157,Michigan (MI),2021,Other Animals,0,0,0,0
BAMC/USAISR,74-F-0010,Texas (TX),2021,Dogs,0,0,0,0
,74-F-0010,Texas (TX),2021,Cats,0,0,0,0
,74-F-0010,Texas (TX),2021,Guinea Pigs,0,0,0,0
,74-F-0010,Texas (TX),2021,Hamsters,0,0,0,0
,74-F-0010,Texas (TX),2021,Rabbits,0,0,0,0
,74-F-0010,Texas (TX),2021,Non-Human Primates,0,0,0,0
,74-F-0010,Texas (TX),2021,Sheep,0,0,0,0
,74-F-0010,Texas (TX),2021,Pigs,0,0,135,0
,74-F-0010,Texas (TX),2021,Other Animals,0,0,0,0
Bartons West End Farms Inc,22-R-0147,New Jersey (NJ),2021,Dogs,,,,
,22-R-0147,New Jersey (NJ),2021,Cats,,,,
,22-R-0147,New Jersey (NJ),2021,Guinea Pigs,,,,
,22-R-0147,New Jersey (NJ),2021,Hamsters,,,,
,22-R-0147,New Jersey (NJ),2021,Rabbits,,,,
,22-R-0147,New Jersey (NJ),2021,Non-Human Primates,1,18,0,0
,22-R-0147,New Jersey (NJ),2021,Sheep,2,0,0,0
,22-R-0147,New Jersey (NJ),2021,Pigs,0,0,57,0
,22-R-0147,New Jersey (NJ),2021,Other Animals,0,0,0,0
BASI GAITHERSBURG,51-R-0103,Maryland (MD),2021,Dogs,0,36,226,0
,51-R-0103,Maryland (MD),2021,Cats,,,,
,51-R-0103,Maryland (MD),2021,Guinea Pigs,,,,
,51-R-0103,Maryland (MD),2021,Hamsters,,,,
,51-R-0103,Maryland (MD),2021,Rabbits,0,3,862,0
,51-R-0103,Maryland (MD),2021,Non-Human Primates,0,0,54,0
,51-R-0103,Maryland (MD),2021,Sheep,,,,
,51-R-0103,Maryland (MD),2021,Pigs,,,,
,51-R-0103,Maryland (MD),2021,Other Animals,0,0,0,0
BATTELLE MEMORIAL INSTITUTE,31-R-0021,Ohio (OH),2021,Dogs,0,48,0,0
,31-R-0021,Ohio (OH),2021,Cats,,,,
,31-R-0021,Ohio (OH),2021,Guinea Pigs,0,30,32,0
,31-R-0021,Ohio (OH),2021,Hamsters,0,14,256,0
,31-R-0021,Ohio (OH),2021,Rabbits,0,271,124,30
,31-R-0021,Ohio (OH),2021,Non-Human Primates,0,77,457,88
,31-R-0021,Ohio (OH),2021,Sheep,,,,
,31-R-0021,Ohio (OH),2021,Pigs,0,26,14,24
,31-R-0021,Ohio (OH),2021,Other Animals,0,0,76,0
,31-R-0021,Ohio (OH),2021,Domestic Ferret,0,0,76,0
BATTELLE MEMORIAL INSTITUTE PACIFIC NORTHWEST DIVISION,91-R-0006,Washington (WA),2021,Dogs,,,,
,91-R-0006,Washington (WA),2021,Cats,,,,
,91-R-0006,Washington (WA),2021,Guinea Pigs,,,,
,91-R-0006,Washington (WA),2021,Hamsters,,,,
,91-R-0006,Washington (WA),2021,Rabbits,,,,
,91-R-0006,Washington (WA),2021,Non-Human Primates,,,,
,91-R-0006,Washington (WA),2021,Sheep,,,,
,91-R-0006,Washington (WA),2021,Pigs,,,,
,91-R-0006,Washington (WA),2021,Other Animals,,,,
BATTELLE NATIONAL BIODEFENSE INSTITUTE LLC,51-F-0031,Maryland (MD),2021,Dogs,,,,
,51-F-0031,Maryland (MD),2021,Cats,,,,
,51-F-0031,Maryland (MD),2021,Guinea Pigs,,,,
,51-F-0031,Maryland (MD),2021,Hamsters,0,265,0,0
,51-F-0031,Maryland (MD),2021,Rabbits,0,0,84,53
,51-F-0031,Maryland (MD),2021,Non-Human Primates,0,0,39,0
,51-F-0031,Maryland (MD),2021,Sheep,,,,
,51-F-0031,Maryland (MD),2021,Pigs,,,,
,51-F-0031,Maryland (MD),2021,Other Animals,0,0,0,0
BAY PINES V A HEALTHCARES SYSTEM,58-V-0003,Florida (FL),2021,Dogs,,,,
,58-V-0003,Florida (FL),2021,Cats,,,,
,58-V-0003,Florida (FL),2021,Guinea Pigs,,,,
,58-V-0003,Florida (FL),2021,Hamsters,,,,
,58-V-0003,Florida (FL),2021,Rabbits,,,,
,58-V-0003,Florida (FL),2021,Non-Human Primates,,,,
,58-V-0003,Florida (FL),2021,Sheep,,,,
,58-V-0003,Florida (FL),2021,Pigs,,,,
,58-V-0003,Florida (FL),2021,Other Animals,,,,
BAYSTATE MEDICAL CENTER,14-R-0196,Massachusetts (MA),2021,Dogs,,,,
,14-R-0196,Massachusetts (MA),2021,Cats,,,,
,14-R-0196,Massachusetts (MA),2021,Guinea Pigs,,,,
,14-R-0196,Massachusetts (MA),2021,Hamsters,,,,
,14-R-0196,Massachusetts (MA),2021,Rabbits,,,,
,14-R-0196,Massachusetts (MA),2021,Non-Human Primates,,,,
,14-R-0196,Massachusetts (MA),2021,Sheep,,,,
,14-R-0196,Massachusetts (MA),2021,Pigs,0,0,3,0
,14-R-0196,Massachusetts (MA),2021,Other Animals,0,0,0,0
Beckman Coulter Inc.,93-R-0074,California (CA),2021,Dogs,,,,
,93-R-0074,California (CA),2021,Cats,,,,
,93-R-0074,California (CA),2021,Guinea Pigs,,,,
,93-R-0074,California (CA),2021,Hamsters,,,,
,93-R-0074,California (CA),2021,Rabbits,,,,
,93-R-0074,California (CA),2021,Non-Human Primates,,,,
,93-R-0074,California (CA),2021,Sheep,,,,
,93-R-0074,California (CA),2021,Pigs,,,,
,93-R-0074,California (CA),2021,Other Animals,89,305,0,0
,93-R-0074,California (CA),2021,Domestic Goat,89,305,0,0
"BECTON, DICKINSON & COMPANY",57-R-0130,Georgia (GA),2021,Dogs,0,0,0,0
,57-R-0130,Georgia (GA),2021,Cats,0,0,0,0
,57-R-0130,Georgia (GA),2021,Guinea Pigs,0,0,0,0
,57-R-0130,Georgia (GA),2021,Hamsters,0,0,0,0
,57-R-0130,Georgia (GA),2021,Rabbits,244,161,509,0
,57-R-0130,Georgia (GA),2021,Non-Human Primates,0,0,0,0
,57-R-0130,Georgia (GA),2021,Sheep,0,0,0,0
,57-R-0130,Georgia (GA),2021,Pigs,0,0,0,0
,57-R-0130,Georgia (GA),2021,Other Animals,0,0,0,0
BECTON DICKINSON AND CO,22-R-0041,New Jersey (NJ),2021,Dogs,,,,
,22-R-0041,New Jersey (NJ),2021,Cats,,,,
,22-R-0041,New Jersey (NJ),2021,Guinea Pigs,0,0,4047,0
,22-R-0041,New Jersey (NJ),2021,Hamsters,,,,
,22-R-0041,New Jersey (NJ),2021,Rabbits,0,203,14,0
,22-R-0041,New Jersey (NJ),2021,Non-Human Primates,,,,
,22-R-0041,New Jersey (NJ),2021,Sheep,,,,
,22-R-0041,New Jersey (NJ),2021,Pigs,0,9,55,0
,22-R-0041,New Jersey (NJ),2021,Other Animals,0,0,0,0
Bellingham Technical College,91-R-0073,Washington (WA),2021,Dogs,0,19,0,0
,91-R-0073,Washington (WA),2021,Cats,0,0,0,0
,91-R-0073,Washington (WA),2021,Guinea Pigs,0,0,0,0
,91-R-0073,Washington (WA),2021,Hamsters,0,0,0,0
,91-R-0073,Washington (WA),2021,Rabbits,0,5,0,0
,91-R-0073,Washington (WA),2021,Non-Human Primates,0,0,0,0
,91-R-0073,Washington (WA),2021,Sheep,0,0,0,0
,91-R-0073,Washington (WA),2021,Pigs,0,0,0,0
,91-R-0073,Washington (WA),2021,Other Animals,0,24,0,0
,91-R-0073,Washington (WA),2021,Domestic Horse,0,7,0,0
,91-R-0073,Washington (WA),2021,Cattle / Cow / Ox / Watusi,0,7,0,0
,91-R-0073,Washington (WA),2021,Alpaca,0,6,0,0
,91-R-0073,Washington (WA),2021,Chinchilla (domesticated),0,4,0,0
BELL LABORATORIES INC,35-R-0107,Wisconsin (WI),2021,Dogs,,,,
,35-R-0107,Wisconsin (WI),2021,Cats,,,,
,35-R-0107,Wisconsin (WI),2021,Guinea Pigs,,,,
,35-R-0107,Wisconsin (WI),2021,Hamsters,,,,
,35-R-0107,Wisconsin (WI),2021,Rabbits,,,,
,35-R-0107,Wisconsin (WI),2021,Non-Human Primates,,,,
,35-R-0107,Wisconsin (WI),2021,Sheep,,,,
,35-R-0107,Wisconsin (WI),2021,Pigs,,,,
,35-R-0107,Wisconsin (WI),2021,Other Animals,0,0,0,9
,35-R-0107,Wisconsin (WI),2021,Deer mouse,0,0,0,9
BEL-REA INSTITUTE OF ANIMAL TECHNOLOGY,84-R-0013,Colorado (CO),2021,Dogs,,,,
,84-R-0013,Colorado (CO),2021,Cats,0,2,0,0
,84-R-0013,Colorado (CO),2021,Guinea Pigs,0,6,0,0
,84-R-0013,Colorado (CO),2021,Hamsters,0,4,0,0
,84-R-0013,Colorado (CO),2021,Rabbits,0,3,0,0
,84-R-0013,Colorado (CO),2021,Non-Human Primates,,,,
,84-R-0013,Colorado (CO),2021,Sheep,,,,
,84-R-0013,Colorado (CO),2021,Pigs,,,,
,84-R-0013,Colorado (CO),2021,Other Animals,0,44,0,0
,84-R-0013,Colorado (CO),2021,Domestic Goat,0,3,0,0
,84-R-0013,Colorado (CO),2021,House mouse / lab mouse (common research variety),0,10,0,0
,84-R-0013,Colorado (CO),2021,Mongolian gerbil (common pet / research variety),0,6,0,0
,84-R-0013,Colorado (CO),2021,Sugar glider,0,3,0,0
,84-R-0013,Colorado (CO),2021,Domestic Ferret,0,2,0,0
,84-R-0013,Colorado (CO),2021,Norway rat / lab rat (common research/pet variety) (common research/pet variety),0,20,0,0
BENEDICT COLLEGE,56-R-0114,South Carolina (SC),2021,Dogs,,,,
,56-R-0114,South Carolina (SC),2021,Cats,,,,
,56-R-0114,South Carolina (SC),2021,Guinea Pigs,,,,
,56-R-0114,South Carolina (SC),2021,Hamsters,0,40,0,0
,56-R-0114,South Carolina (SC),2021,Rabbits,,,,
,56-R-0114,South Carolina (SC),2021,Non-Human Primates,,,,
,56-R-0114,South Carolina (SC),2021,Sheep,,,,
,56-R-0114,South Carolina (SC),2021,Pigs,,,,
,56-R-0114,South Carolina (SC),2021,Other Animals,0,0,0,0
BERGEN COMMUNITY COLLEGE,22-R-0140,New Jersey (NJ),2021,Dogs,0,0,19,0
,22-R-0140,New Jersey (NJ),2021,Cats,0,0,20,0
,22-R-0140,New Jersey (NJ),2021,Guinea Pigs,,,,
,22-R-0140,New Jersey (NJ),2021,Hamsters,,,,
,22-R-0140,New Jersey (NJ),2021,Rabbits,0,0,4,0
,22-R-0140,New Jersey (NJ),2021,Non-Human Primates,,,,
,22-R-0140,New Jersey (NJ),2021,Sheep,,,,
,22-R-0140,New Jersey (NJ),2021,Pigs,,,,
,22-R-0140,New Jersey (NJ),2021,Other Animals,0,0,0,0
BERTEK  INC.,71-R-0107,Arkansas (AR),2021,Dogs,17,549,0,0
,71-R-0107,Arkansas (AR),2021,Cats,0,18,0,0
,71-R-0107,Arkansas (AR),2021,Guinea Pigs,,,,
,71-R-0107,Arkansas (AR),2021,Hamsters,,,,
,71-R-0107,Arkansas (AR),2021,Rabbits,0,390,0,0
,71-R-0107,Arkansas (AR),2021,Non-Human Primates,,,,
,71-R-0107,Arkansas (AR),2021,Sheep,,,,
,71-R-0107,Arkansas (AR),2021,Pigs,,,,
,71-R-0107,Arkansas (AR),2021,Other Animals,0,0,0,0
Beth Israel Deaconess Medical Center,14-R-0138,Massachusetts (MA),2021,Dogs,0,0,2,0
,14-R-0138,Massachusetts (MA),2021,Cats,,,,
,14-R-0138,Massachusetts (MA),2021,Guinea Pigs,0,0,66,0
,14-R-0138,Massachusetts (MA),2021,Hamsters,,,,
,14-R-0138,Massachusetts (MA),2021,Rabbits,0,0,34,0
,14-R-0138,Massachusetts (MA),2021,Non-Human Primates,,,,
,14-R-0138,Massachusetts (MA),2021,Sheep,0,0,20,0
,14-R-0138,Massachusetts (MA),2021,Pigs,0,0,73,0
,14-R-0138,Massachusetts (MA),2021,Other Animals,0,0,0,0
Bethyl Laboratories Inc.,74-R-0044,Texas (TX),2021,Dogs,,,,
,74-R-0044,Texas (TX),2021,Cats,,,,
,74-R-0044,Texas (TX),2021,Guinea Pigs,,,,
,74-R-0044,Texas (TX),2021,Hamsters,,,,
,74-R-0044,Texas (TX),2021,Rabbits,861,1163,0,0
,74-R-0044,Texas (TX),2021,Non-Human Primates,,,,
,74-R-0044,Texas (TX),2021,Sheep,10,0,0,0
,74-R-0044,Texas (TX),2021,Pigs,,,,
,74-R-0044,Texas (TX),2021,Other Animals,226,498,0,0
,74-R-0044,Texas (TX),2021,Domestic Goat,217,489,0,0
,74-R-0044,Texas (TX),2021,Donkey / Burro / Ass,9,9,0,0
BIOANALYTICAL SYSTEMS INC,32-R-0020,Indiana (IN),2021,Dogs,19,544,6,0
,32-R-0020,Indiana (IN),2021,Cats,,,,
,32-R-0020,Indiana (IN),2021,Guinea Pigs,,,,
,32-R-0020,Indiana (IN),2021,Hamsters,,,,
,32-R-0020,Indiana (IN),2021,Rabbits,,,,
,32-R-0020,Indiana (IN),2021,Non-Human Primates,271,716,34,0
,32-R-0020,Indiana (IN),2021,Sheep,,,,
,32-R-0020,Indiana (IN),2021,Pigs,8,62,24,0
,32-R-0020,Indiana (IN),2021,Other Animals,0,0,0,0
BIOMEDICAL RESEARCH INSTITUTE,51-R-0050,Maryland (MD),2021,Dogs,0,0,0,0
,51-R-0050,Maryland (MD),2021,Cats,0,0,0,0
,51-R-0050,Maryland (MD),2021,Guinea Pigs,0,0,0,0
,51-R-0050,Maryland (MD),2021,Hamsters,0,323,0,0
,51-R-0050,Maryland (MD),2021,Rabbits,0,0,0,0
,51-R-0050,Maryland (MD),2021,Non-Human Primates,0,0,0,0
,51-R-0050,Maryland (MD),2021,Sheep,0,0,0,0
,51-R-0050,Maryland (MD),2021,Pigs,0,0,0,0
,51-R-0050,Maryland (MD),2021,Other Animals,0,0,0,0
Biomedical Research Models Inc dba Biomere,14-R-0192,Massachusetts (MA),2021,Dogs,,,,
,14-R-0192,Massachusetts (MA),2021,Cats,,,,
,14-R-0192,Massachusetts (MA),2021,Guinea Pigs,0,0,10,0
,14-R-0192,Massachusetts (MA),2021,Hamsters,0,0,256,0
,14-R-0192,Massachusetts (MA),2021,Rabbits,0,0,394,0
,14-R-0192,Massachusetts (MA),2021,Non-Human Primates,0,264,1020,0
,14-R-0192,Massachusetts (MA),2021,Sheep,,,,
,14-R-0192,Massachusetts (MA),2021,Pigs,,,,
,14-R-0192,Massachusetts (MA),2021,Other Animals,0,0,0,0
BIOMODELS LLC,14-R-0168,Massachusetts (MA),2021,Dogs,,,,
,14-R-0168,Massachusetts (MA),2021,Cats,,,,
,14-R-0168,Massachusetts (MA),2021,Guinea Pigs,,,,
,14-R-0168,Massachusetts (MA),2021,Hamsters,0,197,23,0
,14-R-0168,Massachusetts (MA),2021,Rabbits,,,,
,14-R-0168,Massachusetts (MA),2021,Non-Human Primates,,,,
,14-R-0168,Massachusetts (MA),2021,Sheep,,,,
,14-R-0168,Massachusetts (MA),2021,Pigs,,,,
,14-R-0168,Massachusetts (MA),2021,Other Animals,0,0,0,0
Biomune Company,48-R-0107,Kansas (KS),2021,Dogs,,,,
,48-R-0107,Kansas (KS),2021,Cats,,,,
,48-R-0107,Kansas (KS),2021,Guinea Pigs,2,78,0,0
,48-R-0107,Kansas (KS),2021,Hamsters,,,,
,48-R-0107,Kansas (KS),2021,Rabbits,,,,
,48-R-0107,Kansas (KS),2021,Non-Human Primates,,,,
,48-R-0107,Kansas (KS),2021,Sheep,,,,
,48-R-0107,Kansas (KS),2021,Pigs,,,,
,48-R-0107,Kansas (KS),2021,Other Animals,0,0,0,0
Bioo Scientific Corporation,74-R-0190,Texas (TX),2021,Dogs,0,0,0,0
,74-R-0190,Texas (TX),2021,Cats,0,0,0,0
,74-R-0190,Texas (TX),2021,Guinea Pigs,0,0,0,0
,74-R-0190,Texas (TX),2021,Hamsters,0,0,0,0
,74-R-0190,Texas (TX),2021,Rabbits,0,27,0,0
,74-R-0190,Texas (TX),2021,Non-Human Primates,0,0,0,0
,74-R-0190,Texas (TX),2021,Sheep,0,0,0,0
,74-R-0190,Texas (TX),2021,Pigs,0,0,0,0
,74-R-0190,Texas (TX),2021,Other Animals,0,0,0,0
BIOQUAL INC,51-R-0036,Maryland (MD),2021,Dogs,,,,
,51-R-0036,Maryland (MD),2021,Cats,,,,
,51-R-0036,Maryland (MD),2021,Guinea Pigs,,,,
,51-R-0036,Maryland (MD),2021,Hamsters,0,44,6609,0
,51-R-0036,Maryland (MD),2021,Rabbits,,,,
,51-R-0036,Maryland (MD),2021,Non-Human Primates,0,1655,2002,0
,51-R-0036,Maryland (MD),2021,Sheep,,,,
,51-R-0036,Maryland (MD),2021,Pigs,,,,
,51-R-0036,Maryland (MD),2021,Other Animals,0,69,985,0
,51-R-0036,Maryland (MD),2021,Domestic Ferret,0,69,735,0
,51-R-0036,Maryland (MD),2021,Hispid cotton rat,0,0,250,0
BIO RELIANCE CORPORATION,51-R-0082,Maryland (MD),2021,Dogs,,,,
,51-R-0082,Maryland (MD),2021,Cats,,,,
,51-R-0082,Maryland (MD),2021,Guinea Pigs,0,451,1664,0
,51-R-0082,Maryland (MD),2021,Hamsters,0,92,742,0
,51-R-0082,Maryland (MD),2021,Rabbits,0,313,0,0
,51-R-0082,Maryland (MD),2021,Non-Human Primates,,,,
,51-R-0082,Maryland (MD),2021,Sheep,,,,
,51-R-0082,Maryland (MD),2021,Pigs,,,,
,51-R-0082,Maryland (MD),2021,Other Animals,0,0,0,0
BioSurg,93-R-0200,California (CA),2021,Dogs,0,3,0,0
,93-R-0200,California (CA),2021,Cats,0,0,0,0
,93-R-0200,California (CA),2021,Guinea Pigs,0,0,0,0
,93-R-0200,California (CA),2021,Hamsters,0,0,0,0
,93-R-0200,California (CA),2021,Rabbits,0,8,0,0
